#Parameters = {ApertureA=7300; ApertureB=6000; Horn_Height=7300; ProbeHeight=1333; ProbeL=2000; ProbeR=23.5; ProbeRin=69.2; ProbeRout=72; R=10000; Thickness=3; WGH=3200; WGL=3000; WGW=2000}
#"Frequency / GHz"	"S1,1 (1) [Magnitude / dB]"
#---------------------------------------------
0.053599998354912	-8.1798273865009
0.053649999201298	-8.2757444309419
0.053700000047684	-8.3716981269124
0.053750000894070	-8.4676462171257
0.053800001740456	-8.5635401486616
0.053849998861551	-8.6593377679025
0.053899999707937	-8.7549942973205
0.053950000554323	-8.8504644179467
0.054000001400709	-8.9456991834956
0.054049998521805	-9.0406543198490
0.054099999368191	-9.1352791818351
0.054150000214577	-9.2295265475828
0.054200001060963	-9.3233443759956
0.054249998182058	-9.4166780084196
0.054299999028444	-9.5094736871707
0.054349999874830	-9.6016708712810
0.054400000721216	-9.6932122629749
0.054450001567602	-9.7840303892390
0.054499998688698	-9.8740628259935
0.054549999535084	-9.9632363451103
0.054600000381470	-10.051479662188
0.054650001227856	-10.138717006273
0.054699998348951	-10.224867653320
0.054749999195337	-10.309848072410
0.054800000041723	-10.393575118089
0.054850000888109	-10.475955959568
0.054900001734495	-10.556903642393
0.054949998855591	-10.636321028202
0.054999999701977	-10.714114139384
0.055050000548363	-10.790185291521
0.055100001394749	-10.864438687672
0.055149998515844	-10.936776615969
0.055199999362230	-11.007101664222
0.055250000208616	-11.075320075212
0.055300001055002	-11.141337042577
0.055349998176098	-11.205065759316
0.055399999022484	-11.266420682222
0.055449999868870	-11.325319269601
0.055500000715256	-11.381690998739
0.055550001561642	-11.435465618250
0.055599998682737	-11.486586778190
0.055649999529123	-11.535001846732
0.055700000375509	-11.580668382143
0.055750001221895	-11.623556950272
0.055799998342991	-11.663643458524
0.055849999189377	-11.700919486184
0.055900000035763	-11.735383528450
0.055950000882149	-11.767047477803
0.056000001728535	-11.795934167252
0.056049998849630	-11.822075461565
0.056099999696016	-11.845517900030
0.056150000542402	-11.866314090037
0.056200001388788	-11.884526269661
0.056249998509884	-11.900230948683
0.056299999356270	-11.913505153178
0.056350000202656	-11.924439890363
0.056400001049042	-11.933131012934
0.056449998170137	-11.939676409592
0.056499999016523	-11.944183533409
0.056549999862909	-11.946761421027
0.056600000709295	-11.947519579202
0.056650001555681	-11.946573770928
0.056699998676777	-11.944035851410
0.056749999523163	-11.940022151057
0.056800000369549	-11.934644653687
0.056850001215935	-11.928012810431
0.056899998337030	-11.920237927852
0.056949999183416	-11.911423749730
0.057000000029802	-11.901675577899
0.057050000876188	-11.891087734604
0.057100001722574	-11.879758397481
0.057149998843670	-11.867772336884
0.057199999690056	-11.855214014434
0.057250000536442	-11.842165786819
0.057300001382828	-11.828699730205
0.057349998503923	-11.814882356459
0.057399999350309	-11.800780239942
0.057450000196695	-11.786452262169
0.057500001043081	-11.771947610597
0.057549998164177	-11.757320355969
0.057599999010563	-11.742613981493
0.057649999856949	-11.727866831102
0.057700000703335	-11.713116875112
0.057750001549721	-11.698397417028
0.057799998670816	-11.683738438994
0.057849999517202	-11.669166121191
0.057900000363588	-11.654705529314
0.057950001209974	-11.640380629731
0.057999998331070	-11.626208981441
0.058049999177456	-11.612213771860
0.058100000023842	-11.598408485950
0.058150000870228	-11.584815580811
0.058200001716614	-11.571446365765
0.058249998837709	-11.558321610580
0.058299999684095	-11.545454361497
0.058350000530481	-11.532864888073
